Received	Last location	Reason	Speed (kph)	Mileage (km)	Heading	GPS	Installed	Button	Door	Main power	Light	Temperature	Address	Longitude	Latitude	Altitude (m)	Name
7/12/2017 8:22	7/11/2017 20:15	Tracking	_	0	0	3 / Off / 3 km	Off	Off	Opened	64% / 3.92v	_	29.0c	"Mettingen (Customer Daimler Power Train: Daimler AG (Stuttgart, Germany))"	9.2723	48.7481	243	591016
7/12/2017 8:22	_	Ping	_	_	_	_	_	_	_	_	_	_	"Mettingen (Customer Daimler Power Train: Daimler AG (Stuttgart, Germany))"	9.2723	48.7481	_	591016
7/12/2017 8:23	7/12/2017 8:23	Location update (Tracking)	_	0	0	0 / On / 2 km	Off	Off	Opened	62% / 3.91v	_	25.0c	"Mettingen, Halbergstrasse (Customer Daimler Power Train: Daimler AG (Stuttgart, Germany))"	9.2753	48.7508	243	591016
7/12/2017 9:47	7/12/2017 8:25	Light on	0	0	0	7 / Off / Invalid	Off	Off	Opened	66% / 3.93v	15	24.0c	"Mettingen, Emil-kessler-strasse (Customer Daimler Power Train: Daimler AG (Stuttgart, Germany))"	9.273	48.749	224	591016
7/12/2017 9:48	_	Ping	_	_	_	_	_	_	_	_	_	_	"Mettingen, Emil-kessler-strasse (Customer Daimler Power Train: Daimler AG (Stuttgart, Germany))"	9.273	48.749	_	591016
7/12/2017 9:48	7/12/2017 9:48	Location update (Light on)	_	0	0	0 / On / 600 m	Off	Off	Opened	62% / 3.91v	14	24.0c	"Sindelfingen (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.994	48.7051	224	591016
7/12/2017 9:48	7/12/2017 9:48	Leaving Daimler AG (Germany)	_	0	0	0 / On / 600 m	Off	Off	Opened	62% / 3.91v	14	24.0c	"Sindelfingen (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.994	48.7051	224	591016
7/12/2017 9:48	7/12/2017 9:48	Tracking	_	0	0	0 / On / 600 m	Off	Off	Opened	62% / 3.91v	14	24.0c	"Sindelfingen (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.994	48.7051	224	591016
7/12/2017 9:50	7/12/2017 9:48	Light off	_	0	0	0 / On / 600 m	Off	Off	Opened	64% / 3.92v	_	25.0c	"Sindelfingen (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.994	48.7051	224	591016
7/12/2017 10:18	7/12/2017 10:18	Tracking	0	0	0	4 / On / Valid	Off	Off	Opened	64% / 3.92v	_	24.0c	"Sindelfingen (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9928	48.7037	444	591016
7/12/2017 10:19	_	Ping	_	_	_	_	_	_	_	_	_	_	"Sindelfingen (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9927	48.7037	_	591016
7/12/2017 12:32	7/12/2017 10:18	Tracking	0	0	0	6 / Off / Invalid	Off	Off	Opened	62% / 3.91v	_	25.0c	"Sindelfingen (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9927	48.7037	442	591016
7/12/2017 12:33	_	Ping	_	_	_	_	_	_	_	_	_	_	"Sindelfingen (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9927	48.7037	_	591016
7/12/2017 12:33	7/12/2017 12:33	Location update (Tracking)	0	0	0	5 / On / Valid	Off	Off	Opened	60% / 3.9v	_	30.0c	"Sindelfingen (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9924	48.703	380	591016
7/12/2017 13:46	7/12/2017 13:03	Tracking	0	0	0	6 / Off / Invalid	Off	Off	Opened	64% / 3.92v	_	31.0c	"Sindelfingen (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9927	48.7036	430	591016
7/12/2017 13:47	_	Ping	_	_	_	_	_	_	_	_	_	_	"Sindelfingen (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9927	48.7036	_	591016
7/12/2017 13:47	7/12/2017 13:47	Location update (Tracking)	0	0	0	6 / On / Valid	Off	Off	Opened	60% / 3.9v	_	32.0c	"Sindelfingen (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9927	48.7035	443	591016
7/12/2017 13:52	7/12/2017 13:47	Light on	24	0	208	0 / Off / Invalid	Off	Off	Opened	64% / 3.92v	1400	31.0c	"Sindelfingen (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9909	48.7031	430	591016
7/12/2017 13:52	_	Ping	_	_	_	_	_	_	_	_	_	_	"Sindelfingen (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9909	48.7031	_	591016
7/12/2017 13:54	7/12/2017 13:47	Button on	24	0	208	0 / Off / Invalid	Off	On	Opened	64% / 3.92v	3168	32.0c	"Sindelfingen (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9909	48.7031	430	591016
7/12/2017 13:54	7/12/2017 13:54	Location update (Button on)	24	0	203	4 / On / Valid	Off	Off	Opened	60% / 3.9v	3488	32.0c	"B?¶blingen, Junkerstrasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9786	48.6873	432	591016
7/12/2017 13:54	_	Ping	_	_	_	_	_	_	_	_	_	_	"B?¶blingen, Junkerstrasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9785	48.6872	_	591016
7/12/2017 14:16	7/12/2017 14:16	Tracking	1	0	0	7 / On / Valid	Off	Off	Opened	64% / 3.92v	3872	34.0c	"B?¶blingen, Dornierstrasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9776	48.6841	462	591016
7/12/2017 14:17	_	Ping	_	_	_	_	_	_	_	_	_	_	"B?¶blingen, Dornierstrasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9776	48.6841	_	591016
7/12/2017 14:23	7/12/2017 14:16	Light off	1	0	0	7 / Off / Invalid	Off	Off	Opened	64% / 3.92v	_	34.0c	"B?¶blingen, Dornierstrasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9776	48.6841	462	591016
7/12/2017 14:24	_	Ping	_	_	_	_	_	_	_	_	_	_	"B?¶blingen, Dornierstrasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9776	48.6841	_	591016
7/12/2017 14:24	7/12/2017 14:24	Location update (Light off)	_	0	0	0 / On / 4 km	Off	Off	Opened	58% / 3.89v	_	36.0c	"B?¶blingen, Dornierstrasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9776	48.6841	462	591016
7/12/2017 14:46	7/12/2017 14:24	Tracking	_	0	0	0 / On / 4 km	Off	Off	Opened	98% / 4.09v	1312	31.0c	"B?¶blingen, Dornierstrasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9776	48.6841	462	591016
7/12/2017 14:47	_	Ping	_	_	_	_	_	_	_	_	_	_	"B?¶blingen, Dornierstrasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9776	48.6841	_	591016
7/12/2017 14:47	7/12/2017 14:47	Location update (Tracking)	_	0	0	0 / On / 2 km	Off	Off	Opened	98% / 4.09v	1280	33.0c	"Sindelfingen, Fuchsbergstr??ssle"	9.0475	48.7056	462	591016
7/12/2017 15:16	7/12/2017 14:47	Tracking	_	0	0	0 / On / 2 km	Off	Off	Opened	100% / 4.17v	1320	29.0c	"Sindelfingen, Fuchsbergstr??ssle"	9.0475	48.7056	462	591016
7/12/2017 15:17	_	Ping	_	_	_	_	_	_	_	_	_	_	"Sindelfingen, Fuchsbergstr??ssle"	9.0475	48.7056	_	591016
7/12/2017 15:17	7/12/2017 15:17	Location update (Tracking)	_	0	0	0 / On / 3 km	Off	Off	Opened	100% / 4.16v	1312	31.0c	"Sindelfingen, Fuchsbergstr??ssle"	9.0475	48.7056	462	591016
7/12/2017 15:46	7/12/2017 15:17	Tracking	_	0	0	0 / Off / 3 km	Off	Off	Opened	100% / 4.17v	1384	32.0c	"Sindelfingen, Fuchsbergstr??ssle"	9.0475	48.7056	462	591016
7/12/2017 15:47	7/12/2017 15:17	Light on	_	0	0	0 / On / 3 km	Off	Off	Opened	100% / 4.15v	82	28.0c	"Sindelfingen, Fuchsbergstr??ssle"	9.0475	48.7056	462	591016
7/12/2017 15:47	_	Ping	_	_	_	_	_	_	_	_	_	_	"Sindelfingen, Fuchsbergstr??ssle"	9.0475	48.7056	_	591016
7/12/2017 15:47	7/12/2017 15:47	Location update (Light on)	_	0	0	0 / On / 600 m	Off	Off	Opened	96% / 4.08v	50	29.0c	"B?¶blingen, 24 (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9746	48.6847	462	591016
7/12/2017 15:52	7/12/2017 15:47	Light off	_	0	0	0 / Off / 600 m	Off	Off	Opened	96% / 4.08v	1	29.0c	"B?¶blingen, 24 (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9746	48.6847	462	591016
7/12/2017 15:53	_	Ping	_	_	_	_	_	_	_	_	_	_	"B?¶blingen, 24 (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9746	48.6847	_	591016
7/12/2017 15:54	7/12/2017 15:47	Light on	_	0	0	0 / On / 600 m	Off	Off	Opened	94% / 4.07v	44	30.0c	"B?¶blingen, 24 (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9746	48.6847	462	591016
7/12/2017 15:55	7/12/2017 15:55	Location update (Light on)	3	0	64	4 / On / Valid	Off	Off	Opened	94% / 4.07v	17	29.0c	"B?¶blingen, Dornierstrasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9781	48.6841	462	591016
7/12/2017 15:55	7/12/2017 15:55	Light off	6	0	0	4 / Off / Invalid	Off	Off	Opened	96% / 4.08v	_	29.0c	"B?¶blingen, Dornierstrasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9786	48.6843	422	591016
7/12/2017 15:56	_	Ping	_	_	_	_	_	_	_	_	_	_	"B?¶blingen, Dornierstrasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9786	48.6843	_	591016
7/12/2017 15:58	7/12/2017 15:55	Light on	6	0	0	4 / Off / Invalid	Off	Off	Opened	94% / 4.07v	11	29.0c	"B?¶blingen, Dornierstrasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9786	48.6843	422	591016
7/12/2017 15:59	_	Ping	_	_	_	_	_	_	_	_	_	_	"B?¶blingen, Dornierstrasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9786	48.6843	_	591016
7/12/2017 16:06	7/12/2017 15:55	Light off	6	0	0	4 / Off / Invalid	Off	Off	Opened	94% / 4.07v	_	28.0c	"B?¶blingen, Dornierstrasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9786	48.6843	422	591016
7/12/2017 16:07	_	Ping	_	_	_	_	_	_	_	_	_	_	"B?¶blingen, Dornierstrasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9786	48.6843	_	591016
7/12/2017 16:09	7/12/2017 15:55	Light on	6	0	0	0 / On / Invalid	Off	Off	Opened	90% / 4.05v	368	29.0c	"B?¶blingen, Dornierstrasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9786	48.6843	422	591016
7/12/2017 16:16	7/12/2017 15:55	Tracking	6	0	0	0 / On / Invalid	Off	Off	Opened	94% / 4.07v	1552	27.0c	"B?¶blingen, Dornierstrasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9786	48.6843	422	591016
7/12/2017 16:17	_	Ping	_	_	_	_	_	_	_	_	_	_	"B?¶blingen, Dornierstrasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9786	48.6843	_	591016
7/12/2017 16:20	7/12/2017 15:55	Button on	6	0	0	0 / Off / Invalid	Off	On	Opened	94% / 4.07v	1976	27.0c	"B?¶blingen, Dornierstrasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9786	48.6843	422	591016
7/12/2017 16:21	_	Ping	_	_	_	_	_	_	_	_	_	_	"B?¶blingen, Dornierstrasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9786	48.6843	_	591016
7/12/2017 16:22	7/12/2017 15:55	Button on	6	0	0	0 / On / Invalid	Off	On	Opened	90% / 4.05v	1616	29.0c	"B?¶blingen, Dornierstrasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9786	48.6843	422	591016
7/12/2017 16:22	7/12/2017 15:55	Button on	6	0	0	0 / On / Invalid	Off	On	Opened	90% / 4.05v	1856	29.0c	"B?¶blingen, Dornierstrasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9786	48.6843	422	591016
7/12/2017 16:23	7/12/2017 16:23	Location update (Button on)	_	0	0	0 / On / 300 m	Off	Off	Opened	90% / 4.05v	2320	29.0c	"B?¶blingen (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9906	48.6819	422	591016
7/12/2017 16:23	7/12/2017 16:23	Button on	_	0	0	0 / On / 300 m	Off	On	Opened	90% / 4.05v	1928	29.0c	"B?¶blingen (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9906	48.6819	422	591016
7/12/2017 16:46	7/12/2017 16:23	Tracking	_	0	0	0 / On / 300 m	Off	Off	Opened	90% / 4.05v	672	26.0c	"B?¶blingen (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9906	48.6819	422	591016
7/12/2017 16:47	_	Ping	_	_	_	_	_	_	_	_	_	_	"B?¶blingen (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9906	48.6819	_	591016
7/12/2017 20:42	7/12/2017 16:23	Tracking	_	0	0	0 / Off / 300 m	Off	Off	Opened	90% / 4.05v	624	28.0c	"B?¶blingen (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9906	48.6819	422	591016
7/12/2017 20:43	_	Ping	_	_	_	_	_	_	_	_	_	_	"B?¶blingen (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9906	48.6819	_	591016
7/12/2017 20:43	7/12/2017 20:43	Location update (Tracking)	_	0	0	0 / On / 950 m	Off	Off	Opened	88% / 4.04v	7	25.0c	"B?¶blingen (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9906	48.6819	422	591016
7/12/2017 21:12	7/12/2017 20:43	Tracking	_	0	0	0 / On / 950 m	Off	Off	Opened	90% / 4.05v	7	24.0c	"B?¶blingen (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9906	48.6819	422	591016
7/12/2017 21:13	_	Ping	_	_	_	_	_	_	_	_	_	_	"B?¶blingen (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9906	48.6819	_	591016
7/12/2017 21:13	7/12/2017 21:13	Location update (Tracking)	_	0	0	0 / On / 3 km	Off	Off	Opened	88% / 4.04v	7	25.0c	"B?¶blingen (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9906	48.6819	422	591016
7/12/2017 21:48	7/12/2017 21:13	Light off	_	0	0	0 / Off / 3 km	Off	Off	Opened	90% / 4.05v	1	23.0c	"B?¶blingen (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9906	48.6819	422	591016
7/12/2017 21:49	_	Ping	_	_	_	_	_	_	_	_	_	_	"B?¶blingen (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9906	48.6819	_	591016
7/12/2017 21:49	7/12/2017 21:49	Location update (Light off)	_	0	0	0 / On / 2 km	Off	Off	Opened	88% / 4.04v	1	25.0c	"B?¶blingen, Wolf-hirth-strasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.986	48.683	422	591016
7/13/2017 6:51	7/12/2017 21:49	Light on	_	0	0	0 / Off / 2 km	Off	Off	Opened	90% / 4.05v	5	25.0c	"B?¶blingen, Wolf-hirth-strasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.986	48.683	422	591016
7/13/2017 6:52	_	Ping	_	_	_	_	_	_	_	_	_	_	"B?¶blingen, Wolf-hirth-strasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.986	48.683	_	591016
7/13/2017 6:52	7/13/2017 6:52	Location update (Light on)	_	0	0	0 / On / 2 km	Off	Off	Opened	88% / 4.04v	5	22.0c	"B?¶blingen, Wolf-hirth-strasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.986	48.683	422	591016
7/13/2017 9:40	7/13/2017 6:52	Tracking	_	0	0	0 / Off / 2 km	Off	Off	Opened	90% / 4.05v	62	22.0c	"B?¶blingen, Wolf-hirth-strasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.986	48.683	422	591016
7/13/2017 9:41	_	Ping	_	_	_	_	_	_	_	_	_	_	"B?¶blingen, Wolf-hirth-strasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.986	48.683	_	591016
7/13/2017 9:41	7/13/2017 9:41	Location update (Tracking)	_	0	0	0 / On / 2 km	Off	Off	Opened	100% / 4.17v	1752	23.0c	"B?¶blingen, Wolf-hirth-strasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.986	48.683	422	591016
7/13/2017 9:46	7/13/2017 9:41	Button on	_	0	0	0 / Off / 2 km	Off	On	Opened	96% / 4.08v	1616	24.0c	"B?¶blingen, Wolf-hirth-strasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.986	48.683	422	591016
7/13/2017 9:46	_	Ping	_	_	_	_	_	_	_	_	_	_	"B?¶blingen, Wolf-hirth-strasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.986	48.683	_	591016
7/13/2017 10:10	7/13/2017 9:41	Tracking	_	0	0	0 / On / 2 km	Off	Off	Opened	90% / 4.05v	1304	22.0c	"B?¶blingen, Wolf-hirth-strasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.986	48.683	422	591016
7/13/2017 10:11	_	Ping	_	_	_	_	_	_	_	_	_	_	"B?¶blingen, Wolf-hirth-strasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.986	48.683	_	591016
7/13/2017 10:11	7/13/2017 10:11	Location update (Tracking)	_	0	0	0 / On / 2 km	Off	Off	Opened	90% / 4.05v	1584	24.0c	"B?¶blingen, Wolf-hirth-strasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.986	48.683	422	591016
7/13/2017 11:44	7/13/2017 10:11	Tracking	_	0	0	0 / Off / 2 km	Off	Off	Opened	90% / 4.05v	532	22.0c	"B?¶blingen, Wolf-hirth-strasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.986	48.683	422	591016
7/13/2017 11:44	_	Ping	_	_	_	_	_	_	_	_	_	_	"B?¶blingen, Wolf-hirth-strasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.986	48.683	_	591016
7/13/2017 11:45	7/13/2017 11:45	Location update (Tracking)	_	0	0	0 / On / 300 m	Off	Off	Opened	90% / 4.05v	532	24.0c	"B?¶blingen (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9912	48.6819	422	591016
7/13/2017 12:14	7/13/2017 11:45	Tracking	_	0	0	0 / On / 300 m	Off	Off	Opened	90% / 4.05v	716	23.0c	"B?¶blingen (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9912	48.6819	422	591016
7/13/2017 12:14	_	Ping	_	_	_	_	_	_	_	_	_	_	"B?¶blingen (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9912	48.6819	_	591016
7/13/2017 12:15	7/13/2017 12:15	Location update (Tracking)	_	0	0	0 / On / 3 km	Off	Off	Opened	90% / 4.05v	932	25.0c	"B?¶blingen (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9912	48.6819	422	591016
7/13/2017 12:52	7/13/2017 12:15	Tracking	_	0	0	0 / Off / 3 km	Off	Off	Opened	90% / 4.05v	832	24.0c	"B?¶blingen (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9912	48.6819	422	591016
7/13/2017 12:53	_	Ping	_	_	_	_	_	_	_	_	_	_	"B?¶blingen (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.9912	48.6819	_	591016
7/13/2017 12:53	7/13/2017 12:53	Location update (Tracking)	_	0	0	0 / On / 2 km	Off	Off	Opened	88% / 4.04v	372	25.0c	"B?¶blingen, Wolf-hirth-strasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.986	48.683	422	591016
7/13/2017 13:22	7/13/2017 12:53	Tracking	_	0	0	0 / On / 2 km	Off	Off	Opened	90% / 4.05v	194	24.0c	"B?¶blingen, Wolf-hirth-strasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.986	48.683	422	591016
7/13/2017 13:23	_	Ping	_	_	_	_	_	_	_	_	_	_	"B?¶blingen, Wolf-hirth-strasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.986	48.683	_	591016
7/13/2017 13:23	7/13/2017 13:23	Location update (Tracking)	_	0	0	0 / On / 2 km	Off	Off	Opened	88% / 4.04v	205	26.0c	"B?¶blingen, Wolf-hirth-strasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.986	48.683	422	591016
7/13/2017 15:08	7/13/2017 13:23	Tracking	_	0	0	0 / Off / 2 km	Off	Off	Opened	90% / 4.05v	374	24.0c	"B?¶blingen, Wolf-hirth-strasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.986	48.683	422	591016
7/13/2017 15:08	7/13/2017 13:23	Light off	_	0	0	0 / On / 2 km	Off	Off	Opened	88% / 4.04v	1	25.0c	"B?¶blingen, Wolf-hirth-strasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.986	48.683	422	591016
7/13/2017 15:08	_	Ping	_	_	_	_	_	_	_	_	_	_	"B?¶blingen, Wolf-hirth-strasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.986	48.683	_	591016
7/13/2017 15:09	7/13/2017 15:09	Location update (Light off)	_	0	0	0 / On / 2 km	Off	Off	Opened	100% / 4.13v	1376	26.0c	"B?¶blingen, Wolf-hirth-strasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.986	48.683	422	591016
7/13/2017 15:38	7/13/2017 15:09	Tracking	_	0	0	0 / On / 2 km	Off	Off	Opened	100% / 4.17v	1384	28.0c	"B?¶blingen, Wolf-hirth-strasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.986	48.683	422	591016
7/13/2017 15:38	_	Ping	_	_	_	_	_	_	_	_	_	_	"B?¶blingen, Wolf-hirth-strasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.986	48.683	_	591016
7/13/2017 15:39	7/13/2017 15:39	Location update (Tracking)	_	0	0	0 / On / 2 km	Off	Off	Opened	100% / 4.17v	1376	29.0c	"B?¶blingen, Wolf-hirth-strasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.986	48.683	422	591016
7/13/2017 17:46	7/13/2017 15:39	Tracking	_	0	0	0 / Off / 2 km	Off	Off	Opened	100% / 4.17v	1824	30.0c	"B?¶blingen, Wolf-hirth-strasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.986	48.683	422	591016
7/13/2017 17:47	_	Ping	_	_	_	_	_	_	_	_	_	_	"B?¶blingen, Wolf-hirth-strasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.986	48.683	_	591016
7/13/2017 17:47	7/13/2017 17:47	Location update (Tracking)	_	0	0	0 / On / 2 km	Off	Off	Opened	100% / 4.12v	1808	27.0c	"B?¶blingen, Wolf-hirth-strasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.986	48.683	422	591016
7/14/2017 9:21	7/13/2017 17:47	Tracking	_	0	0	0 / Off / 2 km	Off	Off	Opened	100% / 4.12v	1840	23.0c	"B?¶blingen, Wolf-hirth-strasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.986	48.683	422	591016
7/14/2017 9:22	_	Ping	_	_	_	_	_	_	_	_	_	_	"B?¶blingen, Wolf-hirth-strasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.986	48.683	_	591016
7/14/2017 9:22	7/13/2017 17:47	Response	_	0	0	0 / On / 2 km	Off	Off	Opened	100% / 4.12v	1832	24.0c	"B?¶blingen, Wolf-hirth-strasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.986	48.683	422	591016
7/14/2017 9:23	7/13/2017 17:47	Response	_	0	0	0 / On / 2 km	Off	Off	Opened	100% / 4.12v	1832	25.0c	"B?¶blingen, Wolf-hirth-strasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.986	48.683	422	591016
7/14/2017 9:51	7/13/2017 17:47	Tracking	_	0	0	0 / On / 2 km	Off	Off	Opened	100% / 4.12v	1120	24.0c	"B?¶blingen, Wolf-hirth-strasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.986	48.683	422	591016
7/14/2017 9:52	_	Ping	_	_	_	_	_	_	_	_	_	_	"B?¶blingen, Wolf-hirth-strasse (Customer Daimler Passengers: Daimler Car Factory (Bela-Barenyi-Str. 1, Germany))"	8.986	48.683	_	591016
